msm_é¢¨é€
7.21768539
7.37364637
6.966038893
5.881188148
5.999523229
5.744695516
4.895611069
4.616311172
4.338478699
4.352145199
3.794401094
2.839297715
2.35276147
1.656002184
1.504947671
2.336559625
2.970217334
3.774646987
4.11535373
4.374166519
4.575070879
3.796392036
3.299080638
4.568393994
12.81850133
12.02948688
12.03685304
12.92105682
13.60362668
13.35407068
11.11028193
10.61041546
9.170839608
8.785212899
8.028382339
6.648608033
5.471504574
5.461938257
5.466042601
6.145474527
6.770275003
7.023710817
6.901893622
7.621838383
7.599914707
7.423474423
8.203260303
7.584209091
6.318978445
6.264755911
5.771526373
5.599361008
5.303655363
4.4132161
3.702751609
4.331074381
4.542271896
4.777980088
4.746465202
5.049399362
5.333901615
5.005345718
5.234230785
5.881343981
6.274341283
5.722578118
5.043276305
5.098863785
5.127531415
0
0
0
5.462527227
7.62918948
8.894476652
8.406055611
7.361082026
8.384661107
7.276264963
8.105588939
7.757698222
5.933015103
6.485868911
7.470597128
8.69423023
10.33330245
9.98080095
10.1491688
10.02572079
8.354552284
10.43327054
12.34481279
13.35706487
13.71267508
13.43652424
11.32219991
11.03322758
9.633915139
12.08004994
8.930543592
11.77603257
7.14844502
6.409237532
5.565688931
7.487048236
5.274001717
5.7902663
8.485896631
6.796824646
8.536986604
9.09197126
9.180403992
8.65664733
8.56739087
7.622535288
7.289445087
6.764717003
5.194202154
5.662353667
5.92363522
6.247604094
8.394167595
8.732711637
8.056186173
9.330649903
9.279031604
8.192514138
8.204881272
8.176439324
7.814936953
7.039659937
7.222565961
8.602052675
11.32663955
11.26301019
10.90759836
11.8820988
10.90373088
8.785755785
9.311998723
9.679053517
9.17573516
10.13584319
9.686345657
4.47546401
4.601929473
4.04573647
3.348561127
2.467198315
2.14138047
2.191523669
2.888521356
2.951670903
3.29296329
5.015656155
5.824830169
7.016826303
7.751156766
8.146284155
8.281176447
8.409207934
8.548019607
8.500270799
8.591426514
8.772273758
7.944879059
7.403234801
6.999585393
5.818417322
5.961649778
5.715972022
4.828044221
5.315072864
4.324094283
3.542467425
3.316592474
3.460871395
4.100638201
4.961029074
4.304893881
4.484632212
5.077336963
5.510245322
5.180298327
5.774481169
6.74050538
7.201676027
6.741742857
6.651701855
6.32899593
8.901016302
11.72724661
2.730302997
3.060757361
3.784425728
3.814224525
4.059766485
3.797377265
2.502792434
2.64518048
2.371464576
2.181112206
2.274867694
1.2208693
1.569877065
1.771262752
1.320307882
1.080978152
1.036891215
0.588714821
0.309700045
1.874605328
3.624440389
3.879686852
4.311284717
6.184079283
8.509263481
8.157370961
7.572670937
6.304104839
7.484332221
9.366421156
8.462871933
8.681674713
8.456645932
7.276933275
7.623381794
7.732938475
6.280961639
6.229177099
6.52985643
8.305261188
9.335684041
9.259076616
9.220664051
10.33977867
10.28888198
8.111256592
7.620621101
7.332846407
9.846063678
9.642001869
9.48176401
9.338250166
10.12046729
10.7197868
9.862351039
10.10992743
9.773069088
8.532820616
10.62208581
10.82613764
9.443508578
9.974732974
10.13011181
11.61569056
12.63582109
11.6071709
13.02848958
14.55994921
16.01407028
15.16943545
15.57972424
14.59442741
4.086286226
4.611527664
6.111784537
11.61310745
10.28283028
8.613682015
6.588303227
5.608015928
5.572429554
6.726855867
8.361221186
8.245274709
8.316480163
8.094415033
7.869440085
8.264574786
8.741867453
8.163531938
7.678260532
8.060006775
7.692551241
6.967158459
8.21922122
7.856642553
8.343397955
7.791257019
7.441015138
7.149606657
7.820114481
8.239351925
7.762179023
7.228519729
7.166238713
6.257072258
6.197892058
5.689063272
5.898083129
6.452990913
8.540140971
8.835643314
11.72287412
13.62425969
12.69259531
13.15218144
14.35719124
15.0752174
16.79922094
15.80072749
6.327612705
6.664649357
5.880195807
7.447987211
7.255557997
7.030378417
7.779263794
8.430486897
9.143700508
8.662841863
8.309100075
7.609420837
6.434486437
6.642171081
6.467791078
5.301994063
5.380407143
5.043702788
4.789943863
5.052613587
4.628616053
4.401073965
7.338116841
7.158305091
7.611622892
7.647295397
7.158263284
8.020214794
8.91549532
8.500466633
8.395317274
9.695060047
9.693744223
9.153350466
11.41582674
12.39467955
10.10619701
12.91043895
14.69400011
15.22325316
14.79637673
15.28398321
14.61774901
12.27891509
10.23368839
9.173009388
9.448862656
8.811390799
5.614948913
5.233601829
5.665989345
4.685550385
3.98889793
3.106245037
2.821209991
2.950276489
3.413068842
4.221628223
4.053343628
4.32431488
4.56597367
4.215789192
5.323789438
5.0649442
4.842098127
6.317687765
5.782634653
6.234516514
5.835067732
6.188832035
6.366147153
7.188171049
10.14850165
10.63179603
8.878891184
6.558058383
5.519009493
6.117605549
7.072793794
8.656379405
8.738578286
8.668255211
8.778471926
8.54793427
7.929219828
8.010077714
8.275986779
8.358413287
9.702261118
10.6218745
9.413647093
10.35794794
10.00633524
9.0866292
10.11341974
10.0897212
5.203739485
5.061711938
4.630579538
3.812517638
3.317449571
1.85368537
0.469954088
0.697489117
1.31299192
2.363485171
3.180298857
3.898846438
3.894103805
5.103883173
5.578964234
5.621304401
6.068637837
6.585233584
6.289472633
5.763263059
5.417075532
5.827363162
6.093812411
5.337876648
12.67989523
13.45323626
12.65326547
11.76002422
11.6928416
11.55629005
10.71317541
10.80507412
10.84651189
9.778363224
9.39450369
9.502833919
8.874704443
9.130996929
9.118618207
8.694955191
8.746447113
8.510303107
8.217710055
9.459166262
9.647716902
11.10531622
10.53295929
9.424600476
10.10637653
10.72111277
10.29478478
9.348857746
10.79335209
9.567769176
8.584308953
8.984974159
9.299261568
9.372036811
9.705489643
10.2162813
8.538351449
7.208508547
4.48344758
3.450934616
3.44729589
4.765185621
5.940362251
7.316848728
7.629797462
6.778375816
6.935494187
6.08585762
7.858054158
8.19913462
8.17822113
6.972627518
6.543385212
6.031068161
5.855955505
7.06845813
6.469763032
5.903405173
6.525670227
5.835324162
5.736103353
5.947753783
6.703598514
6.11580753
5.750699465
5.373930343
5.880933718
7.154115371
7.169808326
0
0
0
5.332158537
6.111903888
6.306667768
6.030779735
5.26244535
5.069550762
5.372569292
5.705042126
4.854701455
4.148128525
4.07169533
2.93741045
3.036628056
4.28069035
5.122754272
3.983323485
2.068155792
1.71258197
1.374406012
1.359023654
2.503106291
2.841345703
3.395046491
3.428749783
8.92086438
9.888698131
10.1675904
9.502991378
11.54877609
12.85812144
13.71843129
14.97377295
15.1788379
14.59180377
16.83529485
16.82362865
15.04263584
15.22508987
13.80368562
14.60995069
14.15578771
13.13143624
10.8812414
10.98266127
10.66754023
10.58657507
10.71978854
9.870546226
5.731383105
5.243734548
4.275487616
3.622489186
4.198111992
4.52246344
4.136985292
5.028613039
4.384438275
5.824008075
5.935558648
6.231635779
6.452834392
6.231479702
7.500296858
9.403389086
10.92421553
10.94535736
10.20892065
8.727863326
11.11646197
11.65618022
12.81510254
11.65696807
7.910262514
7.074316862
6.520835991
6.625459942
7.151487377
6.903316215
6.122883412
5.977197217
5.606751735
6.417869851
5.46220878
5.564489071
5.954812629
6.258814753
5.840901935
6.310080423
6.032069789
5.423873255
5.153597708
5.722346053
5.601675414
5.395955103
4.764365197
5.484189368
9.291903177
10.27995593
12.25447593
11.33369018
12.68826803
13.06454132
12.18978852
12.9915935
13.04547198
13.24076996
11.50328521
11.92171978
11.30670534
11.52802539
11.19725549
10.48889042
9.733162707
8.901873605
8.387585098
7.723344621
8.411609757
8.478584593
7.910508421
6.551441109
17.5491961
15.85885717
12.6758248
14.66944826
12.91710727
12.2232156
13.64845657
13.16162094
12.0211189
9.552015377
11.17179456
11.8312905
12.04816163
12.38817391
11.38025678
11.13568698
11.03884588
10.79700446
10.53979552
10.30647134
9.563778399
8.840377507
9.110091534
8.716937791
8.046849874
8.487604658
8.860534521
7.303423548
8.510142665
8.500482035
6.452990913
7.033681926
11.52670461
11.76576125
10.64296317
14.42378381
9.979862033
7.759983537
6.561345989
8.219492017
10.37682624
9.347121001
7.358548281
6.297265262
5.782770501
7.016972909
7.192320126
7.693842229
3.171317331
2.929580709
3.740580103
5.078235736
6.34837953
7.049290096
6.889535885
6.844220027
6.336748811
6.557676195
6.938600265
7.553101059
6.962953114
7.776568061
8.272410635
7.960310117
9.615684918
9.53006704
9.041669352
10.49509419
10.24228406
9.562340843
10.49671227
11.14363223
6.689088015
8.010096394
8.69988204
8.732516728
9.334904648
10.35632985
8.870958513
10.68025501
11.97871664
10.63226047
11.48377816
12.44838293
10.96886473
10.70067979
9.36598382
4.796312341
6.057436483
7.743556729
5.550798399
5.568081157
7.827279367
8.301161415
9.10784721
8.466303561
5.566774296
4.696045173
3.742524712
4.707990707
4.244652866
3.550589216
3.609314301
3.949579006
3.329021254
4.073913466
3.666155369
4.057001246
3.269569511
3.699744818
4.293647825
4.303533737
3.638732655
3.157462471
3.213757487
3.113204023
2.6887466
3.274234218
4.270532577
4.899727908
